"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Si reciclas. Te pagamos","major claim","andres.segura","2022-12-16 17:14:35"
"2","Implantar máquinas de recogida de envases en los supermercados, centros comerciales.","major claim","andres.segura","2022-12-16 17:14:35"
"3","Cada vez que reciclas recibe una cantidad de dinero por haber depositado vidrio/envases en el contenedor.","major claim","andres.segura","2022-12-16 17:14:35"
"4","Cada vez que reciclas recibes una cantidad de dinero por haber depositado vidrio/envases en el contenedor.","major claim","andres.segura","2022-12-16 17:14:35"
"5","Yo sería partidario de este sistema si el envase no se deteriorara y se conservara intacto esto facilitaria que se devolviera al envasador que debe SER quien lo vuelva a poner en circulación","claim","andres.segura","2022-12-16 17:14:35"
"6","yo creo que son los que deben realizar la reutilización los envasadores que son los que tienen que tomar conciencia de envasar y no malgastar que es en lo que consiste el envase en cadena sin ningún tipo de responsabilidad ecologica.","claim","andres.segura","2022-12-16 17:14:35"
"7","En Alemania pagan por reciclar los envases, se reciclaría más si tuviéramos una compensación.","claim","andres.segura","2022-12-16 17:14:35"
"8","En Alemania no se paga por reciclar los envases, en Alemania al reciclar se devuelve el incremento de precio sobre el producto por envase retornable, entorno a las 25/céntimos, que ya se ha pagado previamente al adquirir el producto, y que de hecho se marca por separado en el precio.","claim","andres.segura","2022-12-16 17:14:35"
"9","Es algo super lógico que ayudaría a mantener la Ciudad más limpia y a la gente sin recursos a quitarse una pasta haciendo algo positivo para la ciudad y en general para el medio ambiente pero que supongo que no interesa por las empresas relacionadas con el reciclaje capitalismo.","claim","andres.segura","2022-12-16 17:14:35"
"10","En países como Alemania ya se hace y funciona bastante bien.","claim","andres.segura","2022-12-16 17:14:35"
"11","En España, Ecoembes ya grava a los embotelladores con este impuesto.","claim","andres.segura","2022-12-16 17:14:35"
"12","Sería ideal que Madrid fuese pionero en establecer este tipo de servicio, por ser 100 sostenible.","claim","andres.segura","2022-12-16 17:14:35"
"13","Si se recicla, deberían pagarnos las bolsas de basura, pagado por las empresas que tienen esos beneficios.","claim","andres.segura","2022-12-16 17:14:35"
"14","Esto funciona en muchísimos países de Europa, dónde el ciudadano que recicla se le paga, ya que es el que hace el trabajo de llevar las cosas a reciclar y no lo dan por sentado que solo sea así.","claim","andres.segura","2022-12-16 17:14:35"
"15","Aquí en España en cambio, reciclamos los ciudadanos y los que se benefician son las empresas de reciclaje.","premise","andres.segura","2022-12-16 17:14:35"
"16","Esta propuesta es muy buena y como tal deberíamos intentar difundirla en todas las plataformas posibles, Facebook, twiter, TV, radio, prensa.","claim","andres.segura","2022-12-16 17:14:35"
"17","El sistema que decís que existe en otros países es el llamado SDDR Sistema de Depósito, Devolución y Retorno En España la Fundación Retorna, que lo impulsa, agrupa a representantes de los distintos sectores implicados: industria del reciclado, ONG ambientales, sindicatos y asociaciones de consumidores.","claim","andres.segura","2022-12-16 17:14:35"
"18","No está basado en que nos paguen a los consumidores, si no en establecer un pequeño pago previo con cada envase de plástico como se hacía antiguamente con las botellas de vidrio que es retornado al consumidor al depositar el envase usado en una máquina que lo recoge y prepara para su traslado y reciclado.","claim","andres.segura","2022-12-16 17:14:35"
"19","Este sistema ha dado muy buenos resultados ambientales en diferentes países, logrando llegar a altos porcentajes de reciclado de envases, evitando que estos acaben en basureros, en el campo, la playa o el mar.","claim","andres.segura","2022-12-16 17:14:35"
"20","Aquí en España Retorna ha llevado a cabo experiencias piloto exitosas en los municipios de Cadaqués Girona y Almonacid del Marquesado Cuenca.","claim","andres.segura","2022-12-16 17:14:35"
"21","Os diré que en la actualidad hay una serie de establecimientos que recogen materiales como papel cartón y aluminio por eso hay gente que lo recoge en los contenedores","claim","andres.segura","2022-12-16 17:14:35"
"22","Quien quiera reciclar a cambio de dinero acuda a ellos, pero que no pretenda hacer del reciclaje una forma de obtener dinero sin tributar por ello.","claim","andres.segura","2022-12-16 17:14:35"
"23","En Alemania cuando compras botellas de plástico o cristal pagas un depósito establecido por ley y que aparece por separado en el precio de los artículos.","claim","andres.segura","2022-12-16 17:14:35"
"24","Ello implica que, por ejemplo tras un concierto en la calle aparece una nube de gente buscando envases que poder llevar a los supermercados para sacarse unos euros al tiempo que se fomenta el reciclaje.","claim","andres.segura","2022-12-16 17:14:35"
"25","Etoy de acuerdo, pero ten una cosa en cuenta.","claim","andres.segura","2022-12-16 17:14:35"
"26","En los países nórdicos no es que te paguen, es que te cobran un depósito por la botella, y te lo devuelven si les llevas las botellas.","premise","andres.segura","2022-12-16 17:14:35"
"27","Este metodo implica que: -Nadie te va a pagar por reciclar -Pagas el dinero que luego te van a devolver al comprarlo.","claim","andres.segura","2022-12-16 17:14:35"
"28","-Si se te rompe el envase o la etiqueta te has quedado sin dinero.","premise","andres.segura","2022-12-16 17:14:35"
"29","-Tienes que ir con la supercesta de los cristales hasta el supermercado","premise","andres.segura","2022-12-16 17:14:35"
"30","-Si llegas de trabajar tarde no hay tiendas abiertas - Tienes que comprar obligatoriamente en el supermercado dónde canjeas las botellas para que te devuelvan el dinero","premise","andres.segura","2022-12-16 17:14:35"
"31","- Si eres una persona mayor y pides para que te lo traigan a casa, tienes que ir con la supercesta del vidrio con 80 años cada vez por suerte envasan más con vidrio que te deja el hombro hecho polvo.","premise","andres.segura","2022-12-16 17:14:35"
"32","Los Alemanes parece que sólo saben hacer cosas a cambio de dinero, algo positivo que teníamos esque nosotros sabemos hacer cosas de manera altruísta, si no es así, mal vamos.","premise","andres.segura","2022-12-16 17:14:35"
"33","No es mejor seguir gastando en campañas de fomento de reciclaje en lugar de en esto?.","claim","andres.segura","2022-12-16 17:14:35"
"34","Tienes razón pero curiosamente funciona, la gente no esta dispuesta a perder esos centimillos y te puedo asegurar que se conciencian en devolverlas, incluso las recogen por la calle y para mi que hoy por hoy ya reciclo no sería ningún inconveniente añadido incapaz de sobrellevar.","claim","andres.segura","2022-12-16 17:14:35"
"35","No entiendo como este sistema no puede estar ya normalizado aquí, en Alemania está instalado hace años y es algo que incentiva el reciclaje en el hogar ya que te pagan hasta 25 centimos por botella de plástico.","claim","andres.segura","2022-12-16 17:14:35"
"36","De esta manera no se tienen que fabricar nuevas botellas, sino que siempre estamos utilizando los mismos envases.","claim","andres.segura","2022-12-16 17:14:35"
"37","Solo se reciclarían los que ya están deteriorados.","premise","andres.segura","2022-12-16 17:14:35"
"38","Esto yo lo utilizaria para todos los envases y penalizaria a los fabricantes que utilizaran envases innecesarios lease envases de cartonpapel para contener por ejemplo varias latas de atun etc.","premise","andres.segura","2022-12-16 17:14:35"
"39","Esto lo hacen en Alemania y está muy bien montado, pagas un deposito y al volver a hacer la compra metes las latas o botellas en una maquina y te devuelve el dinero.","claim","andres.segura","2022-12-16 17:14:35"
"40","Me ha gustado tu propuesta por espíritu nedioambiental y práctico.","claim","andres.segura","2022-12-16 17:14:35"
"41","Si es algo que funciona en otros países desde hace años, no entiendo como en España aun no se ha establecido.","claim","andres.segura","2022-12-16 17:14:35"
"42","Fomentaría el reciclaje.","premise","andres.segura","2022-12-16 17:14:35"
"43","En Alemania por ejemplo, es una practica habitual en los supermercados.","claim","andres.segura","2022-12-16 17:14:35"
"44","Solo veo ventajas la verdad, ganan las empresas reutilizando los envases, gana el medio ambiente por supuesto, disminuyendo el consumo de plástico y evitando tragedias como las inmensas acumulaciones de plástico en los mares o residuos en bosques, los consumidores,","claim","andres.segura","2022-12-16 17:14:35"
"45","aunque yo me conformo con la satisfacción de cuidar nuestro entorno, para los que no posean esa inmensa fuerza de voluntad que se necesita para cruzar la calle hasta el contenedor y reciclar, se les recompensa monetariamente por lo que al perecer vale más la pena esforzarse.","premise","andres.segura","2022-12-16 17:14:35"
"46","Sería interesante añadir algún slogan del tipo y si reciclas bien, todos te lo agradecen.","claim","andres.segura","2022-12-16 17:14:35"
"47","Echar un vistazo en torno a los contenedores de basura y de reciclaje y veréis que mal se recicla: papeles en bolsas de plástico, botes de pintura en envases, espejos y cristales de ventana en vidrios, ramas y maderas en envases, juguetes en envases, etc.","premise","andres.segura","2022-12-16 17:14:35"
"48","Más que tener más máquinas sólo para botellas, lo que hace falta es instalar un sistema de retorno en general que sea prioritario antes que el sistema ecoembes, que no funciona porque está pensado para ecoembes yno para las ciudadanas o la gestión más eficient de basuras. Ambientologa.","claim","andres.segura","2022-12-16 17:14:35"
"49","La intención es buena pero esta propuesta se queda corta en muchos aspectos. Una gestión municipal en todo el proceso de la gestión de los alimentos sobrantes optimizaría su utilización y la gente sin recursos podría alimentarse diariamente.","claim","andres.segura","2022-12-16 17:14:35"
