"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Limpiar las calles","major claim","andres.segura","2022-12-01 17:05:03"
"2","Algo tan básico como limpiar.","major claim","andres.segura","2022-12-01 17:05:03"
"3","Yo también les vote y es impresicindible que empiecen a tomar medidas ya porque es vergonzoso tener una ciudad como Madrid tan sumamente sucia.","claim","andres.segura","2022-12-01 17:05:03"
"4","Pues habrá que exigirlo a gritos para que se pongan urgentemente, yo también creo que en estos meses no solo no ha mejorado si no que ha empeorado, yo me avergüenzo de esta ciudad, y no hay que olvidar que es la capital y tendría que dar ejemplo.","claim","andres.segura","2022-12-01 17:05:03"
"5","Coincido plenamente contigo en lo de la limpieza de distritos, algunos dan autentico asco,","claim","andres.segura","2022-12-01 17:05:03"
"6","aunque también tiene que haber algo de responsabilidad por parte de la gente de no ensuciar las calles.","premise","andres.segura","2022-12-01 17:05:03"
"7","Deberían tomarse medidas en uno y otro sentido.","claim","andres.segura","2022-12-01 17:05:03"
"8","Totalmente de acuerdo, otra medida sería que las autoridades aplicarán la ley en este sentido y sancionaran a los sucios pero para eso hay que vigilar y no pasar de largo.","claim","andres.segura","2022-12-01 17:05:03"
"9","Para hacer una propuesta, sería necesario algo tan básico como concretar qué medidas concretas de limpieza se solicitan.","claim","andres.segura","2022-12-01 17:05:03"
"10","La medida que se solicita es que se lleve a cabo la tarea que se presupone hay que hacer.","claim","andres.segura","2022-12-01 17:05:03"
"11","Sin embargo, creo que este tipo de propuestas genéricas no llegan a ningúna parte,","claim","andres.segura","2022-12-01 17:05:03"
"12","ya que ya es una prioridad para todos.","premise","andres.segura","2022-12-01 17:05:03"
"13","Mejor sería informarse de los motivos por los que los actuales contratos de limpieza con empresas adjudicatarias no están funcionando te aconsejo este artículo: y después proponemos algo concreto para solucionar el problema: ¿seguir como hasta ahora hasta que expiren los contratos? ¿Rompemos los contratos, pagamos la multa, y remunicipalizamos el servicio? o cualquier otra que se nos ocurra.","claim","andres.segura","2022-12-01 17:05:03"
"14","Estaría bien que los concejales de los distritos se dieran una vuelta por los barrios, claro que el de Vallecas Villa cuando viera toda la basura en las calles se volvería corriendo a su despacho.","claim","andres.segura","2022-12-01 17:05:03"
"15","La medida concreta es que haya más personal que deje las aceras y Madrid limpio.","claim","andres.segura","2022-12-01 17:05:03"
"16","Y que los camiones de basura pasen con más frecuencia y no tres veces a la semana, porque la basura se acumula y empiezan los olores, ratas, etc.","claim","andres.segura","2022-12-01 17:05:03"
"17","A exigir a las contratas que cumplan, o incluso ponerles penalizaciones por incumplimientos.","claim","andres.segura","2022-12-01 17:05:03"
"18","También hacer un programa de educar a algunos ciudadanos para no ensuciar.","claim","andres.segura","2022-12-01 17:05:03"
"19","Totalmente de acuerdo, educar y sancionar y mientras tanto limpiar y limpiar.","claim","andres.segura","2022-12-01 17:05:03"
