"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Reciclaje aceite de cocina","major claim","andres.segura","2022-12-13 18:55:37"
"2","Instalación de contenedores para el reciclaje del aceite de cocina.","major claim","andres.segura","2022-12-13 18:55:37"
"3","Acercarlo a las comunidades de vecinos facilitaría el reciclaje.","claim","andres.segura","2022-12-13 18:55:37"
"4","Actualmente sólo se puede reciclar el aceite de cocina usado en los puntos limpios, en muchas ocasiones alejados de las viviendas.","premise","andres.segura","2022-12-13 18:55:37"
"5","Yo lo reciclo y cada vez que lleno la garrafa me toca llevarla a un punto limpio específico que me pilla muy lejos de casa","claim","andres.segura","2022-12-13 18:55:37"
"6","y los que son móviles los ponen a unos horarios matinales que a mucha gente nos viene fatal, me suena que esos contenedores para aiceite los hay ya en otros ayuntamientos.","premise","andres.segura","2022-12-13 18:55:37"
"7","Creo que sería más fácil aumentar el número de puntos limpios móviles y los horarios de los mismos.","claim","andres.segura","2022-12-13 18:55:37"
"8","No se genera tal cantidad de aceites como para tener que colocar otro contenedor en zonas tan limitadas actualmente.","premise","andres.segura","2022-12-13 18:55:37"
"9","Cuanto más cerca de las viviendas se coloque más cultura de reciclaje habrá.","claim","andres.segura","2022-12-13 18:55:37"
"10","Serían contenedores que se podrían poner junto a los orgánicos, papel o vidrio. Cuidemos Madrid.","claim","andres.segura","2022-12-13 18:55:37"
"11","Totalmente de acuerdo, que pongan un contenedor de reciclaje de aceite al lado de los contenedores de vidrio y papel que ya tenemos en Madrid,","claim","andres.segura","2022-12-13 18:55:37"
"12","como ya hay en muchas otras provincias.","premise","andres.segura","2022-12-13 18:55:37"
"13","QEn Pais Vasco tienen este sistema en el que se intercambia el bote de aceite lleno por otro vacío y que funciona de forma muy eficiente como ejemplo sobre lo que puede valorarse para hacer.","claim","andres.segura","2022-12-13 18:55:37"
"14","Lo único que te aconsejo es que edites la petición e incluyas como petición que es imprescindible que para que se haga una recogida de aceite de la forma más óptima desde el primer día, que sean necesarios 10 contenedores como mínimo en cada distrito, gracias.","claim","andres.segura","2022-12-13 18:55:37"
"15","Pero no me sirve de mucho o de nada porque es un día a la semana y a una hora en la que ya me he tenido que ir a trabajar.","claim","andres.segura","2022-12-13 18:55:37"
"16","No estaría mal dejar un contenedor para ello que suelen ser más pequeños que los de vidrio o papel cercanos a estaciones de metro en los barrios o a los colegios.","claim","andres.segura","2022-12-13 18:55:37"
"17","Soy de Gijón y allí el Ayuntamiento hace años que instaló contenedores a la entrada de muchos supermercados,","claim","andres.segura","2022-12-13 18:55:37"
"18","con lo que es muy fácil reciclar el aceite: .","premise","andres.segura","2022-12-13 18:55:37"
"19","Al mercado se va casi todos los días, y no cuesta llevar un bote con aceite ya que vas de camino.","claim","andres.segura","2022-12-13 18:55:37"
"20","Me parece muy buena idea lo de los supermercados, son sitios a donde la gente acude con frecuencia y muchas veces cercanos a los domicilios.","claim","andres.segura","2022-12-13 18:55:37"
"21","Si te importa el Medio Ambiente igual apoyarías también esta propuesta.","claim","andres.segura","2022-12-13 18:55:37"
"22","También os animo a que aprendáis a hacer jabón casero con el aceite usado para lavar los platos, etc.","claim","andres.segura","2022-12-13 18:55:37"
"23","Es muy fácil, reciclas el aceite y ahorras.","premise","andres.segura","2022-12-13 18:55:37"
"24","El aceite de cocina lo puedes dejar en los puntos limpios que hay en cada barrio.","claim","andres.segura","2022-12-13 18:55:37"
"25","Eso sí tienes que almacenarlo en un recipiente de plástico cualquier botella de refresco.","premise","andres.segura","2022-12-13 18:55:37"
"26","Yo lo he estado buscando y solo queda la posibilidad de recurrir a los puntos limpios itinerantes, con un horario reducido una vez a la semana y en horario laboral que impide, al menos en mi caso, poder eliminarlo adecuadamente.","claim","andres.segura","2022-12-13 18:55:37"
"27","Gracias por la información, pero si te fijas esos puntos limpios en cada barrio son itinerantes, y sus horarios son bastante restringidos.","claim","andres.segura","2022-12-13 18:55:37"
"28","Estoy de acuerdo contigo, en Centro por ejemplo los puntos limpios itinerantes funcionan solo 2 horas y cada día están en un sitio,","claim","andres.segura","2022-12-13 18:55:37"
"29","así que es complicado poder llevar algo a los puntos limpios,","premise","andres.segura","2022-12-13 18:55:37"
"30","sobre todo si no dispones de tu propio vehículo,","premise","andres.segura","2022-12-13 18:55:37"
"31","que parece que eres un vago porque no quieres ir con la basura en el autobús para llevarla a tirar.","premise","andres.segura","2022-12-13 18:55:37"
"32","Quizas lo que se le podía pedir al Ayuntamiento es que recopile la información sobre la localización todos estos micro puntos limpios públicos y privados en la web del Ayuntamiento, ordenados por distritos o situados en un mapa para que sea más fácil reciclar.","claim","andres.segura","2022-12-13 18:55:37"
"33","Tiene todo el sentido del mundo porque los puntos limpios no son lugares de fácil acceso.","claim","andres.segura","2022-12-13 18:55:37"
"34","No es molestarse en ir a ellos, es que puede ser una excursión e incluso así sin un coche es bastante complicado llegar a ellos.","premise","andres.segura","2022-12-13 18:55:37"
"35","Y los puntos limpios móviles tienen horarios restringidos.","premise","andres.segura","2022-12-13 18:55:37"
"36","Es algo que existe, además, en muchas ciudades más pequeñas y con un acceso más sencillo a los puntos limpios y que sin duda facilita que la gente realmente recicle el aceite usado de una manera responsable.","premise","andres.segura","2022-12-13 18:55:37"
"37","Entonces habría que llenar las calles de contenedores de todo tipo, lo cual no es viable ni lógico.","claim","andres.segura","2022-12-13 18:55:37"
"38","Lo lógico es tener los contenedores de las cosas más habituales orgánico, envases, papel y vidrio y para lo demás tener un centro donde se puedan dejar el resto de cosas para reciclar o sea un punto limpio El problema es que la gente es vaga a la hora de reciclar.","claim","andres.segura","2022-12-13 18:55:37"
"39","Tampoco hace falta ir al punto limpio cada vez que tengamos que tirar una pila o una bombilla.","premise","andres.segura","2022-12-13 18:55:37"
"40","Estas cosas también se pueden acumular e ir a tirarlas cuando tengamos unas cuantas.","premise","andres.segura","2022-12-13 18:55:37"
