"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Instalación de placas solares en tejados","major claim","andres.segura","2022-12-01 17:40:28"
"2","Sería un ahorro de energía considerable que repercutiría en el dinero que gastamos en electricidad todos los meses, pagando los mayores precios de Europa, además ahorraríamos mucho CO2 a la atmósfera.","major claim","andres.segura","2022-12-01 17:40:28"
"3","Si te importa el Medio Ambiente","premise","andres.segura","2022-12-01 17:40:28"
"4","igual apoyarías también esta propuesta.","claim","andres.segura","2022-12-01 17:40:28"
"5","Esa pregunta está mal formulada, y es falsa No repercutiría en ahorro de dinero, eso desde luego.","claim","andres.segura","2022-12-01 17:40:28"
"6","Y debería informase la gente de los materiales usados para la fabricación de placas solares, y de la contaminación derivada de ellos.","premise","andres.segura","2022-12-01 17:40:28"
"7","Y después de 20-25 años de vida útil se convierten en desechos con materiales tremendamente nocivos para la salud y el medio ambiente.","premise","andres.segura","2022-12-01 17:40:28"
"8","Informate tu porque los paneles duran más de 25 años, tienen una garantia de que a los 25 años te dan un 90 de la energia nominal, pero un panel de 40 años a lo mejor te da el.60-70% no se,","claim","andres.segura","2022-12-01 17:40:28"
"9","porque todavia no hay paneles de 40 años, y lo mismo los deshechos, cuando empiece a haber deshechos en cantidad se hará un plan de reciclaje, de hecho ya se hace en pequeña escala.","premise","andres.segura","2022-12-01 17:40:28"
"10","Pues no es mi intención mentir a nadie, quizá tenga desconocimiento, pero si se genera una industria potente","premise","andres.segura","2022-12-01 17:40:28"
"11","dudo mucho que no se reciclen las placas solares en un futuro, lo que no se pueden reciclar seguro son los desechos radiactivos de las centrales nucleares.","claim","andres.segura","2022-12-01 17:40:28"
"12","Los materiales con los que se construyen los paneles solares son fundamentalmente silicio, vidrio, aluminio y cobre, fáciles de reciclar y no contaminantes.","claim","andres.segura","2022-12-01 17:40:28"
"13","La vida útil de los paneles es bastante superior a 25 años y el. Beneficio medioambiental obtenido por la producción limpia de energía, es muy superior a los pequeños impactos derivados de la fabricación y el reciclado.","premise","andres.segura","2022-12-01 17:40:28"
"14","Apoyo totalmente esta propuesta y el ayuntamiento Debería dar ejemplo poniéndolas en todos aquellos edificios públicos en los que sea factible, te gustará también esta otra propuesta.","claim","andres.segura","2022-12-01 17:40:28"
"15","Apoyo la propuesta,","claim","andres.segura","2022-12-01 17:40:28"
"16","pero no es rentable para el Ayuntamiento.","premise","andres.segura","2022-12-01 17:40:28"
"17","La rentabilidad no se mide solo en una economía inmediata y basada tan sólo en dinero o ¿tener un hijo nos abarata la vida? a pesar de ello, tenemos hijos, ¿no? y todo porque nos alegra la vida, nos da satisfacción personal tener nuestros propios hijos a pesar del coste económico que nos supone.","claim","andres.segura","2022-12-01 17:40:28"
"18","Esta idea de verlo todo a través de las gafas de lo rentable o no económicamente es una visión del mundo consumista y capitalista que reduce al ser humano a la calidad exclusiva de mano de obra, maquinaria productora de ingresos económicos para las empresas, sin derechos emocionales, de salud física y mental, solo producidos para trabajar.","premise","andres.segura","2022-12-01 17:40:28"
"19","Yo creo que la propuesta está mal planteada de base.","claim","andres.segura","2022-12-01 17:40:28"
"20","El hecho de tener placas solares en los tejados de los edificios, ya puede suponer un ahorro a las Comunidades de vecinos-casas unifamiliares.","premise","andres.segura","2022-12-01 17:40:28"
"21","No es necesario recurrir a ayudas públicas-subvenciones para poder instalarnos las placas solares en nuestros edificios.","premise","andres.segura","2022-12-01 17:40:28"
"22","Estas cosas siempre se pueden pagar a plazos y sería un nuevo modo de independencia frente a las administraciones públicas Que en la actualidad nos penalizan si conectamos nuestras red con placas foltovoltaicas a la red eléctrica de todos.","premise","andres.segura","2022-12-01 17:40:28"
"23","Tiene razón ABG Hay que hacer instalaciones de generación con renovables,","claim","andres.segura","2022-12-01 17:40:28"
"24","pero no son necesarias las subvenciones.","premise","andres.segura","2022-12-01 17:40:28"
"25","Lo que hace falta es una regulación adecuada, todo lo contrario del impuesto al sol de Soria a la fotovoltaica.","premise","andres.segura","2022-12-01 17:40:28"
"26","Y por supuesto hacer instalaciones de calidad que esto no es tan sencillo que algunos piensan y tampoco valen todos los tejados.","premise","andres.segura","2022-12-01 17:40:28"
"27","Me gustaría votar a favor de la propuesta pero si se eliminara lo relacionado a la subvención.","claim","andres.segura","2022-12-01 17:40:28"
"28","Tenemos que desprendernos de papa estado y de las multinacionales que controlan el país para demostrar que somos autosuficientes energéticamente hablando","claim","andres.segura","2022-12-01 17:40:28"
"29","Pese a que el coste de la instalación puede ser elevado, el retorno es muy beneficioso para la persona que los instala en su casa o comunidad de vecinos.","premise","andres.segura","2022-12-01 17:40:28"
"30","Por ello creo que no debería ser subvencionado por el Estado, Comunidad o Ayuntamiento.","premise","andres.segura","2022-12-01 17:40:28"
"31","Ah y que no se me olvide que tendríamos que luchar por cambiar la legislación que penaliza el autoconsumo energético. Supongo que estarás de acuerdo.","premise","andres.segura","2022-12-01 17:40:28"
"32","tendríamos que luchar por cambiar la legislación que penaliza el auto-consumo energético Comparto este punto.","claim","andres.segura","2022-12-01 17:40:28"
"33","Cambiar la ley esta genial, pero no es competencia del ayuntamiento,","claim","andres.segura","2022-12-01 17:40:28"
"34","aunque no se aplique tal cual lo que he propuesto, de llegar a los suficientes votos, sale en prensa y crea una opinión pública a favor de medidas similares, quiza mucho mejores.","premise","andres.segura","2022-12-01 17:40:28"
"35","Madrid debería declararse Ciudad por el autoconsumo.","claim","andres.segura","2022-12-01 17:40:28"
"36","No sé si es competencia del Ayunt. Pero dada la zancadilla que el ministerio y las empresas eléctricas le está poniendo al autoconsumo energético en España, sería un buen mensaje político.","premise","andres.segura","2022-12-01 17:40:28"
"37","Las comunidades podrían tener sus paneles para gastos comunitarios ascensores, luces, piscina, carga coches eléctricos en garaje y particulares.","claim","andres.segura","2022-12-01 17:40:28"
"38","Te invito a proponer Madrid por el autoconsumo eléctrico.","claim","andres.segura","2022-12-01 17:40:28"
"39","Madrid, con ésta candidatura, obtendría el apoyo de la industria solar nacional puntera pero moribunda de otras ciudades españolas y europeas para intentar doblegar a la cerrazón ministerial.","premise","andres.segura","2022-12-01 17:40:28"
"40","Creo también que debemos estar activos frente a las penalizaciones que desde el Gobierno Central se están estableciendo para el autoconsumo de energía eléctrica.","claim","andres.segura","2022-12-01 17:40:28"
"41","Pensionistas y parados no pueden pagar esa inversión ni su mantenimiento o reparaciones.","claim","andres.segura","2022-12-01 17:40:28"
"42","En realidad, España genera mucha electricidad ya.","claim","andres.segura","2022-12-01 17:40:28"
"43","Incluso creo que tenemos excedentes lo que hace más sangrante el abusivo precio de la electricidad, pero eso es otro asunto Nuestro problema de dependencia energética y de CO2 no lo generan las casas, sino los coches, que gastan petróleo, y de eso no nos sobra.","premise","andres.segura","2022-12-01 17:40:28"
"44","Esta propuesta debería de ir acompañada de un mejor aislamiento y eficiencia energética de las viviendas.","claim","andres.segura","2022-12-01 17:40:28"
"45","No se trata sólo de buscar fuentes de energía alternativas renovables sino de ahorrar también en el gasto energético.","premise","andres.segura","2022-12-01 17:40:28"
"46","Me parece muy bien, pero desgraciadamente son cantos de sirena El Gobierno de España ha creado el impuesto al Sol y hace ya inviable que se pongan nuevas instalaciones solares.","claim","andres.segura","2022-12-01 17:40:28"
"47","Yo llegaría más allá a este respecto, de manera que el Ayuntamiento liderara un proyecto pionero en toda España para sembrar de placas solares todas las azoteas de la ciudad de Madrid.","claim","andres.segura","2022-12-01 17:40:28"
"48","A través de un acuerdo con el Inem desarrollaría equipos de instaladores, dándoles la formación necesaria y el impulso económico inicial para que, en 10-20 años se haya cubierto la mayoría de comunidades de vecinos de placas solares.","premise","andres.segura","2022-12-01 17:40:28"
"49","Serían miles de puestos de trabajo, con los ingresos correspondientes para el Estado a través del sistema impositivo vigente y el incremento en consumo, lo cual revitalizaría la economía local, todo ello unido al ahorro energético y de contaminantes.","premise","andres.segura","2022-12-01 17:40:28"
"50","Tenemos que aprovechar nuestros recursos.","claim","andres.segura","2022-12-01 17:40:28"
"51","Por ejemplo el alumbrado público podría funcionar con energia solar reduciendo el consumo, y tantas y tantas cosas.","premise","andres.segura","2022-12-01 17:40:28"
"52","Apoyo la propuesta es beneficio para todos, habría que incluir también los edificios Municipales etc.","claim","andres.segura","2022-12-01 17:40:28"
"53","El único problema que presenta es cómo no que la tiene que pagar el conjunto de la ciudadanía en beneficio de particulares.","claim","andres.segura","2022-12-01 17:40:28"
